ticker,n_obs,alpha,alpha_t,adj_R2,beta_MKT,t_MKT,beta_SMB,t_SMB,beta_MOM,t_MOM
PRSR.L,141,0.00022633658896766335,0.2013757054202639,-0.009592130896849405,0.021031528694381456,0.4329787558207631,-0.003999959381996987,-0.05441739896835163,0.03728520308584312,1.8349246551721088
AV.L,141,-0.0023351380194580966,-1.467379269384051,-0.010744152823709996,-0.0011121904298127603,-0.03069451062613008,-0.009910334461613716,-0.15956598964050003,0.030124814770122958,1.0783318553614814
BAMI.MI,141,-0.0011515668977317786,-0.45401226960539465,-0.010846220886931546,-0.03203184821552548,-0.41387951254824185,0.12212476321895034,1.0707916179447763,0.010422652885086795,0.18205931899539568
GRI.L,141,-0.0004008649920989931,-0.34995927384310044,-0.010932026350988,-0.022151653480556727,-0.5631286919442259,-0.019724390600707253,-0.39672332742376526,0.011689515552640055,0.34571478008039863
LLOY.L,141,-0.005256711622624782,-3.597560717745354,-0.011179248673905073,0.015997298114306554,0.49000705815855383,0.04501380314898461,0.6558931151647416,0.019334139695121474,0.6437398379546675
VEFAB.ST,141,0.0023600334693538007,1.673401024154698,-0.011398753693047992,-0.0350808123371878,-1.2189042332535,0.04765701276103999,0.8935472982778087,-0.028848571332251785,-0.9271734582982292
AZM.MI,141,-0.0012348889075783462,-0.915909041930314,-0.011461381067683352,0.009176861266211006,0.2806148350675437,0.018636298289442084,0.35841653221051006,0.03597636242239851,1.1411450953346995
SGRO.L,141,0.001346719977107752,1.1916099880504494,-0.011644544788039779,-0.015299739026689687,-0.385413541950425,-0.04321425013604418,-0.9108032581532541,-0.006363795660057377,-0.23766927286912393
SAN.MC,141,-0.004138209372647794,-2.3164059095335423,-0.012252618777480073,0.03256871534773819,0.7632495452810384,0.001635496198499839,0.026895277435729545,0.04079157595312039,1.2141683438354307
JUP.L,141,-0.003290792943764035,-1.6335044821718305,-0.012300256664798948,-0.012131456225900573,-0.23133296967321157,-0.034517860040637206,-0.5259053449678831,0.021662468615132675,0.6525314108056877
LAND.L,141,-0.0006331408127316127,-0.4937772503143283,-0.012824112969640256,-0.02152320134730176,-0.6660054612927674,0.010170494613502069,0.20891526481971281,0.016663221520319068,0.4883943368129352
LOGI-B.ST,141,0.0017358726263617362,1.0883488781907409,-0.013022935788952417,0.02833908545694373,0.46334920873926666,-0.07681844627851109,-1.1476944593884244,-0.00025293143436338946,-0.0072798979592008746
BARC.L,141,-0.003775705553926755,-2.152352620622096,-0.013113931241806487,-0.00839400857670708,-0.17730253193211107,-0.0629602491863605,-0.9056604933908667,-0.01568413178856642,-0.40556710582687483
