eigenvalue
23.323272859858605
0.015209409367755559
0.003704385571053838
0.0033839986949098554
0.0031522608207948106
0.0014645587312184995
0.0012771344275228393
0.0011645641563860223
0.0011194212120000063
0.0009270683171401195
0.0009172144461557858
0.0008525591983827659
0.0007778753794068374
0.0007548322486666783
0.0007383289586704296
0.0006601425153627891
0.000643671365443623
0.0005891520853696394
0.0005720526667411616
0.0005163541236048619
0.0005042245238737934
0.00047459712233352086
0.000451518425177273
0.00043735612724570206
0.0004119161160684857
0.0003820998523144974
0.0003725198301549685
0.0003631792615748715
0.00035547403536681667
0.00035012631174551366
0.0003409507877346819
0.00033460428899296846
0.00032282603989263077
0.00031253873644136574
0.0003109948479210317
0.0003010935690457136
0.00029258995643336117
0.00028257653266187255
0.00027906019451100754
0.0002778915497667385
0.0002688566848874992
0.000263720722345003
0.00025348449144615314
0.0002516118269358684
0.00024543044432983626
0.0002407208146046839
0.0002358547906455609
0.0002309788186431875
0.00022505278911351908
0.00021623211145098138
0.00021233678350149565
0.0002079608011730867
0.00020492758735585513
0.00020331824864505693
0.00020129511080578275
0.0001969930135430145
0.00019297013159793973
0.00018680358380106249
0.00018282367753057362
0.00018024782676550076
0.00017439040393536957
0.0001702757577694396
0.00016902908559460062
0.00016488090883848633
0.0001630643096008905
0.00016102666239422556
0.00015735668101670827
0.0001535132760761792
0.00015244103442688578
0.00014664190920195787
0.0001458113851852154
0.0001444387510815746
0.00013922520846323873
0.00013626106132331482
0.00013545895186712126
0.00012961608091674996
0.00012842142228630744
0.0001240519730307495
0.00012028604146916636
0.00011886364259009186
0.00011679340807837647
0.00011527377288176273
0.00011383264315217096
0.00011293338848418671
0.00010796814534041949
0.00010621639820866529
0.0001035890394629148
0.00010219951746210711
0.00010095723292942963
9.939870955260025e-05
9.627396980614907e-05
9.320613440696673e-05
9.247954587780707e-05
9.19502165323272e-05
8.991666639560734e-05
8.82043989403001e-05
8.56295878020701e-05
8.385930327404167e-05
8.324615540953407e-05
8.250261010116257e-05
8.083385133857917e-05
7.7785111462885e-05
7.587063531237839e-05
7.484019317185278e-05
7.357544726480962e-05
7.215563920670547e-05
7.033617183873688e-05
6.86397253037342e-05
6.816871324408759e-05
6.497193612229954e-05
6.31461713010285e-05
5.9095858027280806e-05
5.8062423211878574e-05
5.784901606903006e-05
5.3322253122676935e-05
5.157538761744543e-05
5.006545116425358e-05
4.861258714056993e-05
4.752263773652076e-05
4.565048988220597e-05
4.550345569510468e-05
4.357058519639665e-05
3.7761463710880126e-05
3.534768509599429e-05
3.182182267682095e-05
1.8506702870286772e-05
