Strategy,Trades,Exposure %,Total Return %,CAGR %,Ann.Vol %,Sharpe,Sortino,Win Rate %,Max DD %,Calmar
Buy & Hold,0,100.0,492.21490130777994,11.96383506302874,15.397469271089712,0.8504595337400014,1.0707976826811567,54.93551587301587,-33.63328555067723,0.35571413458855017
"Buy Mon, Sell Tue",797,19.59325396825397,93.63647964622201,4.287701485801776,6.628555603329414,0.67046996014702,0.45673929140825875,54.95608531994981,-8.39436644634073,0.5107832155303239
"Buy Tue, Sell Wed",814,20.03968253968254,77.59300450929541,3.716229495734691,6.4024703814676425,0.6040649179332704,0.36777775808489116,55.03685503685504,-7.362380817478764,0.5047592060046832
"Buy Fri, Sell Mon",797,19.59325396825397,29.75596880435516,1.668705901307277,7.02827728579267,0.2695136571887597,0.13717876606592835,56.712672521957344,-29.52126076087007,0.05652556355313653
"Buy Wed, Sell Thu",810,19.96527777777778,15.210702646916797,0.9036347457135996,7.459608402682403,0.15714933774781245,0.08338503853264469,54.074074074074076,-30.323872530561026,0.029799450739772693
"Buy Thu, Sell Fri",813,20.03968253968254,15.198315292094723,0.9029454392607938,6.896005600118836,0.16377798974996968,0.09197216163143913,53.997539975399754,-20.69048780164873,0.04364060663610079
