Date,"Buy Mon, Sell Tue","Buy Tue, Sell Wed","Buy Wed, Sell Thu","Buy Thu, Sell Fri","Buy Fri, Sell Mon",Buy & Hold
2010-01-04,1.0,1.0,1.0,1.0,1.0,1.0
2010-01-05,1.0021930326770443,1.0,1.0,1.0,1.0,1.0021930326770443
2010-01-06,1.0021930326770443,1.0021881294680657,1.0,1.0,1.0,1.0043859607845351
2010-01-07,1.0021930326770443,1.0021881294680657,1.0021834561241092,1.0,1.0,1.0065789934615794
2010-01-08,1.0021930326770443,1.0021881294680657,1.0021834561241092,1.0027232699018733,1.0,1.0093201797383313
2010-01-11,1.0021930326770443,1.0021881294680657,1.0021834561241092,1.0027232699018733,0.9934818613319198,1.0027412908463054
2010-01-12,0.9983573238491512,1.0021881294680657,1.0021834561241092,1.0027232699018733,0.9934818613319198,0.9989034836614777
2010-01-13,0.9983573238491512,1.004388373387942,1.0021834561241092,1.0027232699018733,0.9934818613319198,1.0010965163385221
2010-01-14,0.9983573238491512,1.004388373387942,1.0098671949200824,1.0027232699018733,0.9934818613319198,1.0087719215690705
2010-01-15,0.9983573238491512,1.004388373387942,1.0098671949200824,0.9983636075783128,0.9934818613319198,1.0043859607845353
2010-01-18,0.9983573238491512,1.004388373387942,1.0098671949200824,0.9983636075783128,0.9983625120198364,1.0093201797383315
2010-01-19,1.008660877694011,1.004388373387942,1.0098671949200824,0.9983636075783128,0.9983625120198364,1.019736875815185
2010-01-20,1.008660877694011,0.9962884879161908,1.0098671949200824,0.9983636075783128,0.9983625120198364,1.0115132124153758
2010-01-21,1.008660877694011,0.9962884879161908,1.0027515413393056,0.9983636075783128,0.9983625120198364,1.0043859607845351
2010-01-22,1.008660877694011,0.9962884879161908,1.0027515413393056,0.986919532957422,0.9983625120198364,0.9928728529387129
2010-01-25,1.008660877694011,0.9962884879161908,1.0027515413393056,0.986919532957422,0.9873369318230039,0.9819078986925981
2010-01-26,1.0142927299219475,0.9962884879161908,1.0027515413393056,0.986919532957422,0.9873369318230039,0.9873903758156555
2010-01-27,1.0142927299219475,0.9879907149437133,1.0027515413393056,0.986919532957422,0.9873369318230039,0.9791667124158463
2010-01-28,1.0142927299219475,0.9879907149437133,0.9976984736660619,0.986919532957422,0.9873369318230039,0.97423249346205
2010-01-29,1.0142927299219475,0.9879907149437133,0.9976984736660619,0.9963610856629225,0.9873369318230039,0.9835526732003813
2010-02-01,1.0142927299219475,0.9879907149437133,0.9976984736660619,0.9963610856629225,0.9873369318230039,0.9835526732003813
2010-02-02,1.0233388100327387,0.9879907149437133,0.9976984736660619,0.9963610856629225,0.9873369318230039,0.9923245947694516
2010-02-03,1.0233388100327387,0.9868989875321845,0.9976984736660619,0.9963610856629225,0.9873369318230039,0.9912280784309294
2010-02-04,1.0233388100327387,0.9868989875321845,0.9805919473766187,0.9963610856629225,0.9873369318230039,0.9742324934620499
2010-02-05,1.0233388100327387,0.9868989875321845,0.9805919473766187,0.988511235315323,0.9873369318230039,0.9665569836619482
2010-02-08,1.0233388100327387,0.9868989875321845,0.9805919473766187,0.988511235315323,0.9934973215163205,0.9725877189542665
2010-02-09,1.0227619429269874,0.9868989875321845,0.9805919473766187,0.988511235315323,0.9934973215163205,0.9720394607850054
2010-02-10,1.0227619429269874,0.9891255450084131,0.9805919473766187,0.988511235315323,0.9934973215163205,0.9742324934620498
2010-02-11,1.0227619429269874,0.9891255450084131,0.9899729660357612,0.988511235315323,0.9934973215163205,0.9835526732003811
2010-02-12,1.0227619429269874,0.9891255450084131,0.9899729660357612,0.9868581687081087,0.9934973215163205,0.9819078986925979
2010-02-15,1.0227619429269874,0.9891255450084131,0.9899729660357612,0.9868581687081087,1.000153966595819,0.9884868921541775
2010-02-16,1.026732715037703,0.9891255450084131,0.9899729660357612,0.9868581687081087,1.000153966595819,0.9923245947694517
2010-02-17,1.026732715037703,1.0038804811581066,0.9899729660357612,0.9868581687081087,1.000153966595819,1.0071272516308405
2010-02-18,1.026732715037703,1.0038804811581066,0.995900877701357,0.9868581687081087,1.000153966595819,1.0131578823536054
2010-02-19,1.026732715037703,1.0038804811581066,0.995900877701357,0.9943344364025704,1.000153966595819,1.020833392153707
2010-02-22,1.026732715037703,1.0038804811581066,0.995900877701357,0.9943344364025704,0.9947825501790537,1.0153509150306497
2010-02-23,1.0206343768881097,1.0038804811581066,0.995900877701357,0.9943344364025704,0.9947825501790537,1.009320179738331
2010-02-24,1.0206343768881097,1.005516391206688,0.995900877701357,0.9943344364025704,0.9947825501790537,1.0109649542461143
2010-02-25,1.0206343768881097,1.005516391206688,0.9856393975955281,0.9943344364025704,0.9947825501790537,1.0005482581692609
2010-02-26,1.0206343768881097,1.005516391206688,0.9856393975955281,1.0014173209096204,0.9947825501790537,1.0076754052305479
2010-03-01,1.0206343768881097,1.005516391206688,0.9856393975955281,1.0014173209096204,1.0115607858026827,1.024671094768981
2010-03-02,1.0266412497875146,1.005516391206688,0.9856393975955281,1.0014173209096204,1.0115607858026827,1.0307017254917459
2010-03-03,1.0266412497875146,1.0012376019595508,0.9856393975955281,1.0014173209096204,1.0115607858026827,1.0263157647072108
2010-03-04,1.0266412497875146,1.0012376019595508,0.9893250994933456,1.0014173209096204,1.0115607858026827,1.0301535718920385
2010-03-05,1.0266412497875146,1.0012376019595508,0.9893250994933456,1.0131422337487335,1.0115607858026827,1.042214937907122
2010-03-08,1.0266412497875146,1.0012376019595508,0.9893250994933456,1.0131422337487335,1.0136892144011795,1.0444078660146128
2010-03-09,1.0314915318260642,1.0012376019595508,0.9893250994933456,1.0131422337487335,1.0136892144011795,1.049342084968409
2010-03-10,1.0314915318260642,1.000714477325069,0.9893250994933456,1.0131422337487335,1.0136892144011795,1.048793826799148
2010-03-11,1.0314915318260642,1.000714477325069,0.9862221731882188,1.0131422337487335,1.0136892144011795,1.045504382353135
2010-03-12,1.0314915318260642,1.000714477325069,0.9862221731882188,1.0131422337487335,1.0136892144011795,1.045504382353135
2010-03-15,1.0314915318260642,1.000714477325069,0.9862221731882188,1.0131422337487335,1.013157639974264,1.0449561241838738
2010-03-16,1.036903365485856,1.000714477325069,0.9862221731882188,1.0131422337487335,1.013157639974264,1.0504386013069311
2010-03-17,1.036903365485856,1.0106380830998694,0.9862221731882188,1.0131422337487335,1.013157639974264,1.0608552973837848
2010-03-18,1.036903365485856,1.0106380830998694,0.9892801991585178,1.0131422337487335,1.013157639974264,1.0641447418297978
2010-03-19,1.036903365485856,1.0106380830998694,0.9892801991585178,1.01366421490829,1.013157639974264,1.0646929999990589
2010-03-22,1.036903365485856,1.0106380830998694,0.9892801991585178,1.01366421490829,1.014722800878484,1.066337774506842
2010-03-23,1.0438337799856883,1.0106380830998694,0.9892801991585178,1.01366421490829,1.014722800878484,1.0734649215681291
2010-03-24,1.0438337799856883,1.0194127793154977,0.9892801991585178,1.01366421490829,1.014722800878484,1.0827851013064607
2010-03-25,1.0438337799856883,1.0194127793154977,0.9972946133819701,1.01366421490829,1.014722800878484,1.091557022875531
2010-03-26,1.0438337799856883,1.0194127793154977,0.9972946133819701,1.0029726750426529,1.014722800878484,1.0800439150297088
2010-03-29,1.0438337799856883,1.0194127793154977,0.9972946133819701,1.0029726750426529,1.0178132995472355,1.0833333594757217
2010-03-30,1.04436204803192,1.0194127793154977,0.9972946133819701,1.0029726750426529,1.0178132995472355,1.0838816176449828
2010-03-31,1.04436204803192,1.0137407497085964,0.9972946133819701,1.0029726750426529,1.0178132995472355,1.0778508823526645
2010-04-01,1.04436204803192,1.0137407497085964,1.0054109402997975,1.0029726750426529,1.0178132995472355,1.0866228039217347
2010-04-06,1.04436204803192,1.0137407497085964,1.0054109402997975,1.019165962372243,1.0178132995472355,1.1041666470598754
2010-04-07,1.04436204803192,1.0117274117856803,1.0054109402997975,1.019165962372243,1.0178132995472355,1.1019737189523846
2010-04-08,1.04436204803192,1.0117274117856803,1.0014093086087172,1.019165962372243,1.0178132995472355,1.0975877581678495
2010-04-09,1.04436204803192,1.0117274117856803,1.0014093086087172,1.0217112930111807,1.0178132995472355,1.1003289444446014
2010-04-12,1.04436204803192,1.0117274117856803,1.0014093086087172,1.0217112930111807,1.01426339314765,1.0964912418293273
2010-04-13,1.0401846038237172,1.0117274117856803,1.0014093086087172,1.0217112930111807,1.01426339314765,1.0921052810447922
2010-04-14,1.0401846038237172,1.017822197831098,1.0014093086087172,1.0217112930111807,1.01426339314765,1.0986842745063716
2010-04-15,1.0401846038237172,1.017822197831098,1.012402789158412,1.0217112930111807,1.01426339314765,1.1107456405214549
2010-04-16,1.0401846038237172,1.017822197831098,1.012402789158412,1.0085994881230755,1.01426339314765,1.0964912418293271
