Date,"Buy Mon, Sell Tue","Buy Tue, Sell Wed","Buy Wed, Sell Thu","Buy Thu, Sell Fri","Buy Fri, Sell Mon"
2010-01-04,1.0,1.0,1.0,1.0,1.0
2010-01-05,1.0021930326770443,1.0,1.0,1.0,1.0
2010-01-06,1.0021930326770443,1.0021881294680657,1.0,1.0,1.0
2010-01-07,1.0021930326770443,1.0021881294680657,1.0021834561241092,1.0,1.0
2010-01-08,1.0021930326770443,1.0021881294680657,1.0021834561241092,1.0027232699018733,1.0
2010-01-11,1.0021930326770443,1.0021881294680657,1.0021834561241092,1.0027232699018733,0.9934818613319198
2010-01-12,0.9983573238491512,1.0021881294680657,1.0021834561241092,1.0027232699018733,0.9934818613319198
2010-01-13,0.9983573238491512,1.004388373387942,1.0021834561241092,1.0027232699018733,0.9934818613319198
2010-01-14,0.9983573238491512,1.004388373387942,1.0098671949200824,1.0027232699018733,0.9934818613319198
2010-01-15,0.9983573238491512,1.004388373387942,1.0098671949200824,0.9983636075783128,0.9934818613319198
2010-01-18,0.9983573238491512,1.004388373387942,1.0098671949200824,0.9983636075783128,0.9983625120198364
2010-01-19,1.008660877694011,1.004388373387942,1.0098671949200824,0.9983636075783128,0.9983625120198364
2010-01-20,1.008660877694011,0.9962884879161908,1.0098671949200824,0.9983636075783128,0.9983625120198364
2010-01-21,1.008660877694011,0.9962884879161908,1.0027515413393056,0.9983636075783128,0.9983625120198364
2010-01-22,1.008660877694011,0.9962884879161908,1.0027515413393056,0.986919532957422,0.9983625120198364
2010-01-25,1.008660877694011,0.9962884879161908,1.0027515413393056,0.986919532957422,0.9873369318230039
2010-01-26,1.0142927299219475,0.9962884879161908,1.0027515413393056,0.986919532957422,0.9873369318230039
2010-01-27,1.0142927299219475,0.9879907149437133,1.0027515413393056,0.986919532957422,0.9873369318230039
2010-01-28,1.0142927299219475,0.9879907149437133,0.9976984736660619,0.986919532957422,0.9873369318230039
2010-01-29,1.0142927299219475,0.9879907149437133,0.9976984736660619,0.9963610856629225,0.9873369318230039
2010-02-01,1.0142927299219475,0.9879907149437133,0.9976984736660619,0.9963610856629225,0.9873369318230039
2010-02-02,1.0233388100327387,0.9879907149437133,0.9976984736660619,0.9963610856629225,0.9873369318230039
2010-02-03,1.0233388100327387,0.9868989875321845,0.9976984736660619,0.9963610856629225,0.9873369318230039
2010-02-04,1.0233388100327387,0.9868989875321845,0.9805919473766187,0.9963610856629225,0.9873369318230039
2010-02-05,1.0233388100327387,0.9868989875321845,0.9805919473766187,0.988511235315323,0.9873369318230039
2010-02-08,1.0233388100327387,0.9868989875321845,0.9805919473766187,0.988511235315323,0.9934973215163205
2010-02-09,1.0227619429269874,0.9868989875321845,0.9805919473766187,0.988511235315323,0.9934973215163205
2010-02-10,1.0227619429269874,0.9891255450084131,0.9805919473766187,0.988511235315323,0.9934973215163205
2010-02-11,1.0227619429269874,0.9891255450084131,0.9899729660357612,0.988511235315323,0.9934973215163205
2010-02-12,1.0227619429269874,0.9891255450084131,0.9899729660357612,0.9868581687081087,0.9934973215163205
2010-02-15,1.0227619429269874,0.9891255450084131,0.9899729660357612,0.9868581687081087,1.000153966595819
2010-02-16,1.026732715037703,0.9891255450084131,0.9899729660357612,0.9868581687081087,1.000153966595819
2010-02-17,1.026732715037703,1.0038804811581066,0.9899729660357612,0.9868581687081087,1.000153966595819
2010-02-18,1.026732715037703,1.0038804811581066,0.995900877701357,0.9868581687081087,1.000153966595819
2010-02-19,1.026732715037703,1.0038804811581066,0.995900877701357,0.9943344364025704,1.000153966595819
2010-02-22,1.026732715037703,1.0038804811581066,0.995900877701357,0.9943344364025704,0.9947825501790537
2010-02-23,1.0206343768881097,1.0038804811581066,0.995900877701357,0.9943344364025704,0.9947825501790537
2010-02-24,1.0206343768881097,1.005516391206688,0.995900877701357,0.9943344364025704,0.9947825501790537
2010-02-25,1.0206343768881097,1.005516391206688,0.9856393975955281,0.9943344364025704,0.9947825501790537
2010-02-26,1.0206343768881097,1.005516391206688,0.9856393975955281,1.0014173209096204,0.9947825501790537
2010-03-01,1.0206343768881097,1.005516391206688,0.9856393975955281,1.0014173209096204,1.0115607858026827
2010-03-02,1.0266412497875146,1.005516391206688,0.9856393975955281,1.0014173209096204,1.0115607858026827
2010-03-03,1.0266412497875146,1.0012376019595508,0.9856393975955281,1.0014173209096204,1.0115607858026827
2010-03-04,1.0266412497875146,1.0012376019595508,0.9893250994933456,1.0014173209096204,1.0115607858026827
2010-03-05,1.0266412497875146,1.0012376019595508,0.9893250994933456,1.0131422337487335,1.0115607858026827
2010-03-08,1.0266412497875146,1.0012376019595508,0.9893250994933456,1.0131422337487335,1.0136892144011795
2010-03-09,1.0314915318260642,1.0012376019595508,0.9893250994933456,1.0131422337487335,1.0136892144011795
